CustomerID,Gender,PartnerATT,DependentsATT,Landline,InternetService,PaymentMethod,Contract,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,TenureMonths,Churn
C00818,Female,No,No,No,ATT,BankTransfer,Month-to-Month,No,No,69.61,2303.51,31,Yes
C00819,Male,No,No,Yes,ATT,MailedCheck,Month-to-Month,No,Yes,87.62,4748.29,52,No
C00820,Male,No,Yes,Yes,ATT,MailedCheck,Month-to-Month,Yes,Yes,130.0,9384.94,71,Yes
C00821,Male,No,Yes,Yes,ATT,BankTransfer,OneYear,No,No,105.18,4681.93,44,No
C00822,Male,Yes,No,Yes,ATT,CreditCard,OneYear,No,No,83.82,4774.4,55,No
C00823,Male,No,No,Yes,Other,CreditCard,Month-to-Month,No,No,50.15,1810.89,35,No
C00824,Female,No,Yes,Yes,ATT,Electronic,OneYear,Yes,Yes,123.29,6303.72,51,No
C00825,Female,Yes,No,No,ATT,BankTransfer,OneYear,No,No,95.18,1574.54,15,No
C00826,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,87.02,4012.73,44,Yes
C00827,Female,Yes,Yes,No,ATT,CreditCard,Month-to-Month,Yes,No,73.61,4995.51,67,No
C00828,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,130.0,5749.82,43,Yes
C00829,Male,No,No,No,ATT,Electronic,Month-to-Month,No,Yes,80.54,2762.07,33,No
C00830,Female,Yes,No,Yes,None,CreditCard,OneYear,No,Yes,101.28,4792.68,46,Yes
C00831,Female,Yes,No,Yes,Other,CreditCard,Month-to-Month,Yes,No,112.82,5521.72,48,Yes
C00832,Female,Yes,No,Yes,Other,BankTransfer,Month-to-Month,Yes,No,60.82,2750.55,42,No
C00833,Male,No,No,Yes,ATT,CreditCard,TwoYear,No,Yes,115.79,1489.48,12,No
C00834,Female,No,No,No,ATT,CreditCard,Month-to-Month,No,Yes,80.45,5776.42,70,No
C00835,Female,Yes,No,Yes,ATT,MailedCheck,OneYear,No,Yes,73.88,2335.53,30,No
C00836,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,Yes,No,94.12,3608.04,37,No
C00837,Female,Yes,Yes,Yes,ATT,CreditCard,OneYear,No,No,90.45,3466.8,37,No
C00838,Female,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,113.43,4153.26,36,Yes
C00839,Male,Yes,No,Yes,ATT,CreditCard,Month-to-Month,Yes,No,107.66,1216.99,10,Yes
C00840,Male,Yes,No,No,None,Electronic,Month-to-Month,No,No,74.22,1493.01,19,No
C00841,Male,No,No,No,ATT,Electronic,Month-to-Month,No,No,84.49,402.71,4,No
C00842,Female,No,Yes,Yes,None,BankTransfer,TwoYear,No,No,68.78,4693.8,68,No
C00843,Male,No,No,Yes,ATT,Electronic,TwoYear,Yes,Yes,88.22,6297.95,70,No
C00844,Female,No,No,Yes,None,Electronic,TwoYear,No,No,40.04,1562.29,36,No
C00845,Male,No,No,No,ATT,Electronic,Month-to-Month,Yes,No,102.14,4691.85,45,No
C00846,Female,Yes,No,Yes,Other,BankTransfer,Month-to-Month,Yes,No,123.52,5989.68,47,Yes
C00847,Male,No,No,Yes,None,CreditCard,OneYear,Yes,No,44.94,1263.93,26,No
C00848,Male,No,Yes,Yes,ATT,CreditCard,OneYear,No,No,57.03,1494.57,26,No
C00849,Male,No,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,130.0,6250.21,47,Yes
C00850,Female,No,No,No,Other,Electronic,Month-to-Month,Yes,Yes,66.5,3990.57,59,No
C00851,Male,No,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,115.05,5570.63,48,No
C00852,Male,Yes,No,No,None,Electronic,Month-to-Month,No,Yes,61.55,1238.96,17,No
C00853,Female,Yes,No,No,ATT,MailedCheck,OneYear,Yes,No,104.99,2765.5,25,No
C00854,Male,Yes,No,No,ATT,Electronic,TwoYear,No,No,85.84,2315.23,25,No
C00855,Male,No,No,Yes,Other,Electronic,OneYear,Yes,Yes,80.29,778.05,8,Yes
C00856,Female,No,No,Yes,ATT,MailedCheck,TwoYear,No,Yes,67.12,1115.48,15,No
C00857,Female,Yes,Yes,No,Other,BankTransfer,OneYear,No,Yes,45.34,442.78,7,No
C00858,Female,Yes,Yes,No,ATT,Electronic,TwoYear,Yes,Yes,108.42,2942.01,26,No
C00859,Male,Yes,No,Yes,ATT,MailedCheck,OneYear,No,No,54.01,1859.72,32,No
C00860,Female,No,No,Yes,ATT,MailedCheck,Month-to-Month,No,No,117.76,1495.7,12,Yes
C00861,Male,Yes,Yes,Yes,None,Electronic,OneYear,No,Yes,56.66,2146.96,37,No
C00862,Female,Yes,No,Yes,ATT,MailedCheck,Month-to-Month,No,No,80.29,3717.76,44,No
C00863,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,109.92,7088.07,64,No
C00864,Male,No,No,Yes,Other,Electronic,Month-to-Month,Yes,No,80.61,3065.75,36,Yes
C00865,Female,Yes,No,No,None,CreditCard,TwoYear,No,Yes,32.4,1823.15,55,No
C00866,Male,No,No,No,ATT,Electronic,Month-to-Month,Yes,No,94.61,6303.49,65,Yes
C00867,Male,Yes,No,Yes,Other,CreditCard,TwoYear,Yes,No,76.48,4293.37,56,No
C00868,Male,Yes,Yes,No,ATT,MailedCheck,TwoYear,No,No,71.6,4734.13,64,No
C00869,Female,No,No,Yes,ATT,Electronic,TwoYear,Yes,No,112.58,1470.17,12,No
C00870,Male,Yes,No,Yes,Other,BankTransfer,Month-to-Month,No,No,56.02,3647.82,62,No
C00871,Male,No,No,Yes,ATT,Electronic,OneYear,Yes,No,77.75,4603.78,57,No
C00872,Female,Yes,No,Yes,None,BankTransfer,Month-to-Month,No,No,57.99,563.47,8,No
C00873,Male,No,No,No,Other,Electronic,Month-to-Month,Yes,Yes,87.12,5679.37,63,No
C00874,Female,No,No,No,None,CreditCard,OneYear,No,No,61.23,1533.04,22,No
C00875,Male,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,No,72.77,3724.35,51,No
C00876,Male,No,No,Yes,Other,Electronic,TwoYear,No,Yes,54.81,2759.35,48,No
C00877,Female,No,No,Yes,None,BankTransfer,TwoYear,No,No,50.99,944.17,17,No
C00878,Male,No,Yes,No,None,Electronic,Month-to-Month,No,No,44.28,342.78,4,Yes
C00879,Male,No,Yes,No,Other,Electronic,OneYear,No,No,77.63,3253.63,41,No
C00880,Female,No,No,No,Other,CreditCard,Month-to-Month,Yes,Yes,103.95,7642.81,72,Yes
C00881,Female,Yes,No,No,ATT,CreditCard,TwoYear,No,No,44.49,2044.53,45,No
C00882,Female,No,No,Yes,ATT,BankTransfer,OneYear,Yes,Yes,87.15,3700.31,41,No
C00883,Male,Yes,No,Yes,None,Electronic,TwoYear,Yes,No,75.6,2963.05,38,No
C00884,Male,Yes,No,Yes,ATT,Electronic,OneYear,No,No,98.21,3814.18,38,No
C00885,Female,Yes,No,Yes,Other,CreditCard,Month-to-Month,Yes,No,106.15,4422.47,40,No
C00886,Female,No,No,Yes,ATT,BankTransfer,OneYear,Yes,Yes,130.0,3305.23,24,No
C00887,Male,No,No,Yes,ATT,Electronic,OneYear,Yes,No,105.88,2203.04,20,No
C00888,Male,No,Yes,No,ATT,Electronic,OneYear,No,Yes,125.38,5314.08,42,No
C00889,Female,No,Yes,No,ATT,Electronic,OneYear,Yes,Yes,90.56,3148.27,33,No
C00890,Male,No,Yes,Yes,ATT,Electronic,Month-to-Month,No,No,127.38,3210.21,25,Yes
C00891,Female,Yes,No,Yes,ATT,Electronic,OneYear,Yes,No,96.69,2039.46,20,No
C00892,Male,No,No,Yes,Other,BankTransfer,OneYear,No,No,88.59,2797.0,30,Yes
C00893,Female,No,No,No,ATT,BankTransfer,OneYear,Yes,No,106.75,4602.64,43,No
C00894,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,98.33,831.75,8,Yes
C00895,Male,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,Yes,86.12,1633.45,17,No
C00896,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,130.0,2726.73,20,Yes
C00897,Male,No,Yes,No,ATT,CreditCard,Month-to-Month,Yes,No,125.2,2791.41,21,Yes
C00898,Female,Yes,Yes,No,None,BankTransfer,TwoYear,Yes,No,76.07,4841.5,63,No
C00899,Male,No,No,No,None,BankTransfer,Month-to-Month,No,No,41.36,2079.2,47,No
C00900,Male,Yes,Yes,Yes,ATT,MailedCheck,TwoYear,Yes,No,60.78,3366.45,54,No
C00901,Female,Yes,Yes,No,None,CreditCard,Month-to-Month,No,Yes,41.82,741.38,15,No
C00902,Female,No,No,Yes,None,CreditCard,TwoYear,No,No,53.96,827.57,13,No
C00903,Female,Yes,No,Yes,ATT,MailedCheck,Month-to-Month,No,Yes,126.86,498.78,3,Yes
C00904,Female,No,No,No,None,MailedCheck,TwoYear,Yes,Yes,50.37,1984.67,38,No
C00905,Male,Yes,Yes,Yes,None,BankTransfer,Month-to-Month,Yes,Yes,98.51,3837.95,37,No
C00906,Male,No,No,No,None,Electronic,Month-to-Month,No,Yes,52.8,2201.39,41,No
C00907,Male,Yes,Yes,No,Other,CreditCard,TwoYear,No,No,80.59,5930.16,72,No
C00908,Male,Yes,No,No,None,CreditCard,Month-to-Month,No,Yes,68.56,883.1,12,No
C00909,Female,No,Yes,No,ATT,MailedCheck,OneYear,No,Yes,110.19,3267.15,29,Yes
C00910,Female,Yes,No,No,ATT,CreditCard,OneYear,No,No,97.82,4670.31,46,No
C00911,Female,Yes,Yes,Yes,Other,Electronic,TwoYear,Yes,No,97.43,3668.49,36,No
C00912,Female,No,No,Yes,ATT,CreditCard,Month-to-Month,Yes,No,130.0,3703.61,27,Yes
C00913,Female,Yes,No,No,ATT,CreditCard,TwoYear,No,No,61.41,2211.6,35,No
C00914,Female,No,Yes,Yes,ATT,Electronic,OneYear,Yes,No,122.59,4844.15,38,No
C00915,Female,Yes,Yes,Yes,Other,BankTransfer,OneYear,No,No,89.92,3460.21,38,No
C00916,Female,No,No,No,None,BankTransfer,TwoYear,No,Yes,63.9,2830.29,44,No
C00917,Female,Yes,Yes,Yes,ATT,CreditCard,Month-to-Month,No,No,102.03,5226.96,51,Yes
C00918,Female,No,Yes,Yes,ATT,CreditCard,Month-to-Month,No,No,115.96,6338.86,54,Yes
C00919,Male,No,Yes,No,ATT,Electronic,TwoYear,No,Yes,59.02,2263.56,36,No
C00920,Female,Yes,Yes,Yes,ATT,BankTransfer,OneYear,Yes,No,83.17,1979.48,23,No
C00921,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,Yes,No,90.44,2849.46,31,No
C00922,Female,No,No,Yes,None,BankTransfer,TwoYear,Yes,No,90.0,4625.08,51,No
C00923,Male,No,No,Yes,None,Electronic,TwoYear,Yes,Yes,92.99,6691.62,70,No
C00924,Male,Yes,No,Yes,Other,CreditCard,Month-to-Month,No,No,66.66,3887.95,56,No
C00925,Male,Yes,No,No,ATT,Electronic,OneYear,Yes,Yes,113.0,826.57,6,Yes
C00926,Male,No,No,No,None,Electronic,Month-to-Month,Yes,No,63.56,3517.03,53,No
C00927,Female,Yes,Yes,Yes,None,BankTransfer,Month-to-Month,No,No,90.18,133.09,1,No
C00928,Male,No,Yes,No,None,CreditCard,Month-to-Month,No,Yes,67.25,4452.93,66,No
C00929,Female,No,Yes,Yes,Other,MailedCheck,OneYear,Yes,No,68.19,2209.56,30,No
C00930,Female,Yes,No,No,ATT,BankTransfer,OneYear,Yes,No,126.2,5837.45,46,No
C00931,Female,No,No,No,ATT,BankTransfer,Month-to-Month,No,No,79.22,1106.18,13,No
C00932,Male,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,122.32,5205.3,42,No
C00933,Female,No,No,No,ATT,CreditCard,TwoYear,No,No,83.62,1329.19,14,No
C00934,Female,Yes,No,Yes,Other,BankTransfer,Month-to-Month,No,Yes,123.81,2274.52,17,No
C00935,Female,Yes,Yes,No,ATT,Electronic,TwoYear,No,Yes,71.35,2639.96,35,No
C00936,Female,No,No,Yes,None,CreditCard,Month-to-Month,No,No,83.64,1178.21,14,Yes
C00937,Female,Yes,Yes,Yes,Other,CreditCard,TwoYear,No,Yes,59.67,1145.81,16,No
C00938,Male,No,No,Yes,ATT,Electronic,Month-to-Month,No,No,82.98,1137.1,13,No
C00939,Male,No,No,No,Other,Electronic,Month-to-Month,Yes,No,91.3,4257.19,45,No
C00940,Female,Yes,No,Yes,ATT,CreditCard,Month-to-Month,No,No,63.83,1569.58,24,Yes
C00941,Female,Yes,Yes,Yes,Other,Electronic,OneYear,No,No,37.06,1915.62,49,No
C00942,Male,No,No,No,Other,Electronic,TwoYear,No,Yes,64.64,3879.03,58,No
C00943,Female,No,No,Yes,ATT,MailedCheck,Month-to-Month,Yes,No,72.44,2128.32,29,Yes
C00944,Male,No,No,No,Other,BankTransfer,OneYear,No,No,37.19,317.87,6,No
C00945,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,Yes,130.0,4038.22,31,No
C00946,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,No,No,60.26,3051.68,48,Yes
C00947,Male,No,Yes,No,ATT,CreditCard,OneYear,No,No,96.31,5810.06,59,No
C00948,Female,No,No,Yes,Other,Electronic,OneYear,No,Yes,84.11,5073.63,59,No
C00949,Female,Yes,No,Yes,Other,BankTransfer,OneYear,No,No,55.92,515.16,8,No
C00950,Male,No,No,No,ATT,MailedCheck,Month-to-Month,No,Yes,79.13,4469.28,56,No
C00951,Male,Yes,Yes,Yes,ATT,BankTransfer,TwoYear,No,No,81.59,1820.8,22,No
C00952,Female,Yes,No,No,Other,CreditCard,OneYear,No,Yes,52.6,2597.68,49,No
C00953,Male,Yes,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,130.0,5214.76,40,Yes
C00954,Male,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,116.27,6093.16,51,No
C00955,Male,Yes,No,Yes,ATT,CreditCard,Month-to-Month,No,Yes,93.58,6411.75,67,No
C00956,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,102.72,623.47,5,Yes
C00957,Female,No,No,Yes,None,CreditCard,TwoYear,No,Yes,73.44,1514.74,20,No
C00958,Male,No,No,No,ATT,BankTransfer,TwoYear,Yes,No,117.65,6130.1,52,No
C00959,Male,Yes,No,Yes,Other,BankTransfer,TwoYear,No,No,54.57,2337.75,42,No
C00960,Female,No,No,Yes,ATT,BankTransfer,TwoYear,Yes,No,90.46,5446.51,58,No
C00961,Male,No,No,Yes,ATT,CreditCard,Month-to-Month,No,No,81.67,5702.82,69,No
C00962,Male,No,Yes,Yes,ATT,CreditCard,TwoYear,Yes,Yes,79.85,1955.61,24,No
C00963,Male,No,No,No,Other,Electronic,TwoYear,Yes,No,92.56,1527.22,15,No
C00964,Male,No,No,Yes,ATT,MailedCheck,OneYear,Yes,No,116.37,6308.97,54,No
C00965,Male,Yes,No,No,Other,Electronic,TwoYear,No,No,56.34,2460.03,41,No
C00966,Male,Yes,No,Yes,ATT,Electronic,Month-to-Month,No,No,119.14,2696.25,22,Yes
C00967,Female,No,No,No,ATT,MailedCheck,OneYear,No,No,71.02,3058.56,43,No
C00968,Male,No,No,Yes,Other,MailedCheck,Month-to-Month,No,No,65.72,3086.99,46,Yes
C00969,Female,No,No,No,ATT,CreditCard,TwoYear,Yes,Yes,73.67,3858.84,52,No
C00970,Female,Yes,No,No,ATT,BankTransfer,Month-to-Month,No,No,54.64,687.02,10,Yes
C00971,Male,No,No,Yes,Other,CreditCard,Month-to-Month,Yes,Yes,114.76,2737.67,23,No
C00972,Female,No,No,Yes,ATT,MailedCheck,OneYear,Yes,Yes,70.14,3529.04,49,No
C00973,Male,No,No,Yes,ATT,Electronic,OneYear,No,No,89.83,2231.65,23,Yes
C00974,Female,No,No,Yes,Other,BankTransfer,Month-to-Month,Yes,Yes,84.69,2291.73,26,No
C00975,Female,Yes,No,Yes,Other,MailedCheck,OneYear,No,No,60.98,2331.8,35,No
C00976,Female,Yes,No,No,None,BankTransfer,Month-to-Month,Yes,Yes,81.24,4448.32,54,No
C00977,Male,No,Yes,Yes,ATT,BankTransfer,Month-to-Month,No,Yes,130.0,3512.38,26,No
C00978,Female,Yes,Yes,No,None,MailedCheck,OneYear,No,Yes,58.23,1181.8,20,No
C00979,Female,No,Yes,No,Other,Electronic,Month-to-Month,Yes,Yes,111.17,1686.88,15,No
C00980,Female,Yes,No,No,ATT,CreditCard,Month-to-Month,No,No,70.2,2971.25,40,Yes
C00981,Female,No,No,No,ATT,BankTransfer,Month-to-Month,No,Yes,114.21,4102.49,35,Yes
C00982,Male,No,No,No,ATT,MailedCheck,OneYear,Yes,No,106.9,4352.76,39,Yes
C00983,Male,Yes,No,Yes,Other,Electronic,TwoYear,Yes,No,84.06,3580.48,41,No
C00984,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,Yes,107.64,6280.54,58,No
C00985,Male,Yes,No,Yes,ATT,BankTransfer,TwoYear,No,No,59.79,2199.46,36,No
C00986,Male,Yes,No,No,None,Electronic,OneYear,No,No,22.39,864.28,30,No
C00987,Female,No,No,Yes,Other,BankTransfer,OneYear,No,No,51.36,2092.18,40,No
C00988,Male,No,No,No,Other,BankTransfer,OneYear,No,No,69.55,4021.68,57,No
C00989,Male,Yes,No,Yes,ATT,BankTransfer,OneYear,Yes,No,86.38,3678.86,41,No
C00990,Male,Yes,No,Yes,Other,Electronic,Month-to-Month,Yes,No,105.99,5148.94,48,No
C00991,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,No,130.0,1882.54,14,Yes
C00992,Male,Yes,Yes,No,ATT,BankTransfer,Month-to-Month,No,Yes,130.0,7593.99,58,No
C00993,Female,Yes,No,Yes,ATT,Electronic,Month-to-Month,Yes,No,95.12,5453.68,57,No
C00994,Female,No,No,No,ATT,MailedCheck,Month-to-Month,No,Yes,63.65,1378.82,19,Yes
C00995,Male,No,No,Yes,Other,BankTransfer,TwoYear,Yes,No,104.43,6689.71,64,No
C00996,Female,No,Yes,Yes,Other,Electronic,OneYear,No,No,52.21,1150.03,22,No
C00997,Female,Yes,No,Yes,ATT,BankTransfer,Month-to-Month,Yes,Yes,121.12,7032.14,57,No
C00998,Male,Yes,No,No,ATT,CreditCard,OneYear,Yes,No,108.93,5879.53,53,Yes
C00999,Female,No,No,No,ATT,BankTransfer,Month-to-Month,No,No,85.18,3947.66,44,No
C01000,Male,No,Yes,Yes,None,BankTransfer,Month-to-Month,No,No,30.66,957.84,28,Yes
