fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.39,0.374,0.22,1.11,0.0569,4,47,0.9948,3.32,0.687,10.7,6
8.22,0.718,0.242,3.47,0.1028,15,45,0.9971,3.3,0.573,10.1,4
8.71,0.318,0.43,2.61,0.0604,14,32,0.9951,3.32,0.736,11.3,7
8.85,0.66,0.158,3.12,0.1267,13,72,0.9972,3.49,0.637,10.0,4
10.02,0.442,0.215,2.12,0.0386,12,76,0.9963,3.38,0.653,10.1,5
10.46,0.513,0.465,2.39,0.1028,13,56,0.9977,3.18,0.75,11.4,6
7.73,0.5,0.248,2.69,0.0731,15,46,0.9969,3.36,0.724,10.5,5
7.72,0.484,0.103,1.45,0.114,18,48,0.9972,3.37,0.563,9.5,4
12.15,0.274,0.351,1.7,0.079,15,26,0.9961,3.26,0.803,11.8,7
8.18,0.51,0.167,0.6,0.0778,9,31,0.9963,3.23,0.657,10.7,5
6.01,0.817,0.153,3.26,0.0919,22,77,0.9985,3.54,0.341,9.1,3
5.67,0.85,0.0,3.76,0.124,27,63,1.0003,3.52,0.456,9.3,3
7.72,0.533,0.462,0.8,0.0235,11,27,0.9961,3.34,0.945,11.3,6
8.26,0.479,0.372,2.36,0.0625,12,62,0.9983,3.28,0.673,10.6,5
7.83,0.4,0.179,1.2,0.0358,7,40,0.9965,3.16,0.803,10.4,6
8.69,0.377,0.407,1.03,0.0785,8,29,0.9962,3.29,0.69,12.0,7
9.79,0.282,0.458,1.92,0.0696,6,7,0.9955,3.11,0.82,13.0,8
11.55,0.223,0.574,1.51,0.0367,13,6,0.9955,3.1,0.679,13.3,8
8.91,0.548,0.2,1.8,0.0922,12,45,0.9981,3.38,0.706,10.4,5
7.22,0.455,0.183,0.5,0.0495,17,30,0.9974,3.41,0.58,10.5,5
11.32,0.333,0.393,1.64,0.06,6,28,0.9968,3.12,0.989,13.4,8
7.73,0.686,0.064,3.71,0.0811,19,53,0.9977,3.43,0.594,9.7,4
7.26,0.705,0.146,2.04,0.0933,22,63,0.9963,3.44,0.536,9.9,4
7.96,0.328,0.341,1.91,0.069,11,47,0.9967,3.24,0.68,10.5,6
6.18,0.691,0.035,3.23,0.1509,26,85,0.9981,3.61,0.39,9.3,3
10.91,0.381,0.447,1.79,0.0348,9,49,0.9965,3.19,0.873,11.7,7
7.33,0.734,0.326,1.66,0.0865,19,38,0.9975,3.33,0.585,11.3,5
11.44,0.366,0.221,1.92,0.0749,13,38,0.9967,3.2,0.563,10.5,6
5.65,0.79,0.183,2.47,0.104,18,72,0.9979,3.41,0.459,9.2,3
10.96,0.382,0.501,0.59,0.0858,10,38,0.9971,3.27,0.817,12.3,7
11.29,0.163,0.533,0.79,0.1021,6,26,0.997,3.09,0.925,12.6,8
9.99,0.316,0.333,0.67,0.0528,7,22,0.9976,3.31,0.892,11.7,7
10.61,0.485,0.459,1.8,0.0668,13,30,0.9951,3.34,0.793,12.2,7
5.69,0.707,0.139,3.68,0.1406,26,75,0.9984,3.47,0.352,8.9,3
10.75,0.184,0.608,1.2,0.0409,4,28,0.9965,3.19,1.001,13.5,8
8.78,0.573,0.309,2.62,0.0931,15,54,0.9973,3.22,0.718,10.0,5
9.34,0.647,0.198,1.83,0.0996,17,47,0.9986,3.41,0.749,9.2,4
7.2,0.714,0.35,2.64,0.1266,17,83,0.9972,3.29,0.528,10.2,4
8.42,0.567,0.208,2.48,0.0971,22,79,0.9983,3.42,0.393,10.4,4
9.69,0.507,0.463,0.99,0.0707,12,34,0.9966,3.12,0.918,11.7,7
10.81,0.383,0.63,2.04,0.0605,19,7,0.997,3.14,1.034,12.8,8
8.64,0.398,0.199,2.01,0.0893,19,56,0.9981,3.28,0.746,10.1,5
7.18,0.654,0.271,2.06,0.0323,18,43,0.9978,3.33,0.562,10.6,5
10.42,0.393,0.353,1.87,0.0463,17,23,0.9961,3.08,0.709,12.1,7
8.8,0.529,0.317,1.86,0.057,9,52,0.9971,3.39,0.71,9.6,5
7.78,0.575,0.246,2.49,0.1163,16,79,0.9991,3.48,0.475,9.8,4
8.66,0.249,0.416,1.78,0.0387,13,30,0.9978,3.24,0.465,10.5,6
10.32,0.231,0.429,1.92,0.0311,13,33,0.9959,3.07,0.987,13.3,8
9.1,0.544,0.231,1.7,0.0993,13,53,0.9968,3.3,0.572,10.1,5
8.77,0.528,0.32,1.01,0.0918,9,47,0.9978,3.26,0.628,9.8,5
9.53,0.518,0.49,2.15,0.049,21,25,0.9966,3.27,0.65,10.9,6
8.81,0.465,0.315,1.98,0.0874,16,29,0.9956,3.24,0.566,11.1,6
9.85,0.613,0.342,2.71,0.1194,25,57,0.9981,3.32,0.667,9.3,4
7.91,0.369,0.27,2.86,0.1177,19,68,0.9967,3.28,0.59,11.1,5
7.95,0.521,0.131,2.39,0.0894,24,76,0.9988,3.36,0.5,9.7,4
6.76,0.894,0.099,3.08,0.1402,23,77,0.9979,3.49,0.513,9.0,3
9.18,0.447,0.308,2.27,0.0913,6,33,0.9975,3.35,0.749,10.3,5
10.7,0.3,0.53,0.5,0.0723,14,13,0.9969,3.17,0.788,13.2,8
10.4,0.303,0.354,1.12,0.0474,9,16,0.9968,3.23,0.817,11.5,7
7.46,0.674,0.0,3.5,0.0941,18,82,0.9985,3.5,0.523,9.0,3
7.54,0.519,0.296,1.7,0.0814,12,25,0.9962,3.36,0.572,11.3,6
6.98,0.563,0.264,2.86,0.1039,22,57,0.9987,3.44,0.624,9.4,4
8.01,0.241,0.433,1.98,0.0247,8,57,0.9974,3.27,0.751,10.9,6
12.36,0.129,0.643,1.6,0.0452,6,28,0.9956,3.1,0.783,12.5,8
8.55,0.681,0.235,2.2,0.0915,24,40,0.9983,3.41,0.739,10.0,4
12.08,0.298,0.461,1.15,0.0421,20,10,0.9959,3.16,0.864,12.9,8
12.0,0.261,0.55,0.51,0.0238,4,6,0.9956,3.22,0.779,11.9,8
10.71,0.181,0.533,0.5,0.0514,11,15,0.9961,3.09,0.939,12.1,8
4.99,0.764,0.189,4.14,0.1101,21,66,0.999,3.51,0.586,8.8,3
8.93,0.488,0.25,1.82,0.1132,13,36,0.9958,3.39,0.767,9.8,5
11.77,0.383,0.285,1.99,0.0542,11,22,0.9955,3.08,0.84,12.6,8
8.76,0.376,0.325,3.24,0.087,17,47,0.9974,3.22,0.76,10.6,5
10.03,0.391,0.523,1.61,0.0381,13,38,0.9955,3.18,0.769,11.6,7
6.85,0.614,0.217,4.37,0.1294,20,87,0.9988,3.48,0.456,8.8,3
7.17,0.899,0.044,3.53,0.1145,17,61,0.9971,3.62,0.507,8.8,3
8.17,0.836,0.11,3.4,0.1361,22,70,1.0,3.34,0.453,8.5,3
10.76,0.325,0.553,1.0,0.0765,9,6,0.9969,3.34,0.819,12.3,8
8.74,0.32,0.447,2.62,0.0909,17,15,0.9965,3.46,0.584,10.9,6
9.01,0.316,0.385,1.67,0.0973,6,25,0.997,3.23,0.616,11.3,6
10.06,0.373,0.249,2.09,0.0697,10,53,0.9963,3.21,0.766,10.5,6
8.63,0.714,0.238,2.21,0.1261,27,75,0.9972,3.3,0.719,9.6,4
11.17,0.242,0.452,2.21,0.0629,10,35,0.9951,3.21,0.841,12.4,7
9.2,0.462,0.113,1.42,0.0545,22,49,0.9977,3.34,0.796,10.3,5
9.67,0.288,0.417,1.54,0.0557,15,32,0.995,3.11,1.01,11.1,7
13.21,0.383,0.538,0.94,0.059,9,24,0.9965,3.11,1.103,12.3,8
7.81,0.552,0.18,1.6,0.1006,7,27,0.9966,3.18,1.001,11.0,5
9.97,0.43,0.279,1.82,0.0511,4,30,0.9962,3.32,0.787,12.1,7
8.0,0.7,0.049,2.44,0.128,20,55,0.9987,3.41,0.379,9.7,3
8.02,0.267,0.31,2.84,0.118,10,16,0.9962,3.44,0.625,11.0,6
8.33,0.427,0.335,2.02,0.0396,19,48,0.9975,3.36,0.669,11.6,6
10.37,0.481,0.246,2.1,0.0773,20,25,0.9969,3.28,0.753,10.8,6
6.3,0.831,0.0,3.68,0.1031,26,86,0.9989,3.35,0.485,9.4,3
7.12,0.596,0.187,2.42,0.1047,20,78,0.9987,3.35,0.602,9.7,4
11.8,0.1,0.473,1.35,0.0503,6,10,0.9949,3.23,0.861,12.2,8
10.65,0.262,0.405,1.19,0.0542,16,22,0.9971,3.25,0.812,11.6,7
10.53,0.476,0.293,2.47,0.097,7,34,0.9954,3.36,0.798,11.0,6
8.59,0.456,0.139,2.19,0.1407,17,50,0.9978,3.33,0.423,8.8,4
6.11,0.828,0.059,2.89,0.0673,23,73,0.9989,3.34,0.424,9.6,3
7.63,0.926,0.155,5.0,0.0967,17,77,0.9997,3.44,0.453,9.7,3
8.46,0.531,0.206,1.9,0.0981,9,35,0.9974,3.24,0.64,11.1,6
7.05,0.729,0.17,3.19,0.1331,21,74,0.9982,3.41,0.573,8.8,3
9.22,0.453,0.26,2.43,0.0881,15,60,0.9964,3.32,0.822,10.4,5
8.69,0.784,0.259,4.12,0.1221,16,61,0.9986,3.46,0.588,9.8,4
7.16,0.623,0.184,3.21,0.0989,10,61,0.9969,3.37,0.515,9.7,4
10.43,0.226,0.498,1.65,0.0588,1,19,0.9964,3.1,0.978,13.2,8
8.68,0.592,0.315,1.63,0.1127,21,65,0.9977,3.44,0.657,9.7,4
8.58,0.706,0.268,3.62,0.0915,12,49,0.9986,3.38,0.527,9.8,4
5.93,0.939,0.156,3.19,0.121,24,83,0.9982,3.45,0.557,8.6,3
6.53,0.446,0.266,2.06,0.1133,21,49,0.9973,3.24,0.648,10.4,5
6.55,0.756,0.233,1.6,0.0627,19,50,0.9969,3.37,0.414,10.1,5
11.61,0.52,0.369,1.83,0.079,16,38,0.9961,3.3,0.636,11.3,6
7.0,0.747,0.032,3.48,0.099,30,63,0.9981,3.55,0.519,9.1,3
8.94,0.335,0.301,2.12,0.1119,15,43,0.9967,3.28,0.815,10.2,5
5.91,0.474,0.09,1.52,0.1306,12,48,0.9983,3.42,0.529,10.3,4
9.48,0.558,0.257,2.51,0.1171,18,50,0.9977,3.43,0.541,10.2,5
7.05,0.83,0.249,3.32,0.1062,17,48,0.999,3.44,0.651,9.4,4
9.83,0.537,0.444,1.22,0.0849,23,61,0.9973,3.28,0.563,9.4,5
7.03,0.507,0.213,3.56,0.0777,19,59,0.9983,3.29,0.737,9.7,4
8.25,0.346,0.366,1.15,0.0796,15,32,0.9961,3.19,0.828,11.8,7
10.65,0.448,0.558,1.08,0.0671,16,20,0.9962,3.21,0.873,13.4,8
8.4,0.6,0.071,1.98,0.0898,18,42,1.0003,3.28,0.5,9.7,4
8.61,0.717,0.215,3.6,0.1191,24,56,0.9973,3.41,0.493,9.1,3
10.37,0.521,0.529,1.11,0.0677,13,32,0.9965,3.26,0.936,12.4,7
9.43,0.409,0.203,1.89,0.07,12,34,0.9964,3.27,0.877,11.1,6
9.16,0.322,0.306,1.66,0.0501,20,52,0.9987,3.26,0.608,10.7,5
8.41,0.546,0.33,2.6,0.0852,13,27,0.9971,3.21,0.819,10.9,6
9.21,0.565,0.198,2.68,0.0928,16,79,0.998,3.53,0.552,9.8,4
9.45,0.359,0.39,1.08,0.047,2,33,0.9973,3.13,0.758,12.2,7
9.42,0.489,0.382,1.57,0.0652,8,43,0.9976,3.29,0.644,11.3,6
7.85,0.214,0.347,2.4,0.0795,8,41,0.9967,3.39,0.827,11.1,6
8.94,0.445,0.271,2.22,0.0666,15,38,0.9978,3.17,0.823,10.6,5
9.11,0.521,0.477,0.5,0.0633,13,35,0.9984,3.18,0.919,10.9,6
9.92,0.429,0.228,2.62,0.0722,9,29,0.9972,3.24,0.58,11.7,6
8.84,0.199,0.5,2.79,0.0613,5,27,0.9971,3.16,0.827,12.1,7
6.05,0.773,0.125,4.55,0.128,27,80,0.9984,3.49,0.392,9.8,3
11.36,0.374,0.25,0.5,0.0673,3,18,0.9958,3.11,0.869,11.0,6
10.92,0.269,0.406,1.52,0.0409,9,36,0.9951,3.11,1.114,12.8,8
10.86,0.48,0.48,1.22,0.0195,4,15,0.9956,3.19,0.779,11.6,7
11.43,0.372,0.38,1.92,0.0725,10,35,0.9968,3.24,0.673,13.1,7
10.72,0.504,0.431,1.46,0.0329,8,22,0.9957,3.15,0.787,11.7,7
8.66,0.573,0.297,2.39,0.101,16,37,0.9968,3.41,0.595,10.9,5
8.41,0.425,0.228,2.48,0.0543,12,26,0.997,3.4,0.689,10.4,5
10.1,0.224,0.389,2.24,0.0289,1,7,0.9956,3.17,0.861,12.8,8
6.8,0.428,0.311,1.97,0.1012,14,37,0.9971,3.46,0.798,11.1,6
9.75,0.208,0.466,0.5,0.0242,11,32,0.996,3.13,1.105,13.1,8
9.62,0.416,0.389,1.13,0.0273,7,33,0.9962,3.25,0.968,11.7,7
9.89,0.338,0.476,1.68,0.0569,13,33,0.9961,3.2,1.029,13.2,8
7.41,0.779,0.118,2.46,0.1112,15,75,0.9982,3.29,0.527,9.4,4
8.09,0.726,0.318,1.94,0.125,19,30,0.9972,3.33,0.447,10.3,5
9.96,0.401,0.466,1.96,0.0599,15,41,0.9978,3.3,0.68,10.4,5
8.14,0.688,0.137,3.61,0.1088,19,84,0.9995,3.5,0.354,9.8,3
10.0,0.397,0.3,2.18,0.118,10,50,0.9968,3.35,0.701,10.0,5
9.65,0.376,0.477,0.51,0.0596,10,19,0.9955,3.15,0.908,13.2,8
6.98,0.726,0.107,3.66,0.077,20,74,0.9989,3.43,0.688,10.1,4
8.11,0.441,0.258,0.91,0.0472,2,63,0.9969,3.1,0.7,11.7,7
7.33,0.684,0.251,3.41,0.0869,29,50,0.9986,3.46,0.262,8.9,4
10.57,0.34,0.279,1.13,0.0843,10,40,0.997,3.26,0.662,11.0,6
7.63,0.952,0.148,3.98,0.1148,21,55,0.9986,3.45,0.625,9.0,3
6.86,0.659,0.179,3.66,0.1662,31,79,0.999,3.34,0.472,8.8,3
8.64,0.605,0.172,4.23,0.155,15,80,0.9977,3.45,0.616,8.8,3
10.21,0.264,0.528,1.78,0.0328,14,25,0.9957,3.11,0.893,12.4,8
10.71,0.44,0.472,0.9,0.0446,20,6,0.9958,3.06,0.823,11.9,7
7.66,0.381,0.318,3.6,0.0796,14,37,0.9978,3.3,0.601,10.6,5
9.29,0.83,0.019,3.52,0.1061,23,90,0.9978,3.53,0.693,9.6,3
8.7,0.506,0.082,3.46,0.1328,14,47,0.998,3.29,0.524,9.7,4
9.49,0.239,0.38,0.9,0.0676,11,28,0.9979,3.16,0.922,11.6,7
8.19,0.592,0.231,1.96,0.0607,13,43,0.9971,3.34,0.697,9.5,5
9.42,0.207,0.537,1.19,0.0548,18,15,0.9955,3.28,0.959,12.9,8
7.63,0.501,0.383,1.88,0.0454,15,58,0.9972,3.19,0.658,10.0,5
7.83,0.692,0.0,2.19,0.1321,14,63,0.9992,3.5,0.544,8.9,3
9.4,0.792,0.219,3.38,0.1221,20,79,0.9985,3.39,0.647,9.3,4
8.37,0.503,0.195,2.46,0.09,14,62,0.9986,3.35,0.462,9.4,4
6.32,0.591,0.088,2.64,0.0738,23,69,0.9985,3.37,0.616,9.9,4
6.62,0.782,0.0,3.95,0.1414,23,79,0.9971,3.44,0.65,9.8,3
8.98,0.608,0.121,3.4,0.0758,18,43,0.9975,3.28,0.576,10.1,4
11.18,0.484,0.486,1.17,0.0819,1,6,0.9948,3.11,0.843,13.0,8
10.29,0.342,0.539,1.6,0.0744,15,30,0.9957,3.31,0.838,11.1,7
12.46,0.257,0.55,1.69,0.0737,9,11,0.9971,3.22,0.967,13.2,8
9.9,0.204,0.459,1.18,0.0455,8,6,0.9958,3.15,0.782,13.6,8
9.32,0.287,0.298,2.19,0.0541,11,33,0.9958,3.17,0.81,11.7,7
9.16,0.7,0.28,2.74,0.1257,20,60,0.9981,3.46,0.629,9.6,4
11.62,0.254,0.492,1.08,0.0573,6,20,0.9953,3.29,0.844,12.7,8
9.41,0.351,0.349,1.19,0.0744,10,49,0.997,3.28,0.706,11.2,6
7.63,0.78,0.0,3.99,0.1013,21,71,0.9994,3.41,0.517,9.4,3
9.81,0.316,0.375,1.27,0.0518,9,26,0.9952,3.39,0.889,11.7,7
7.85,0.503,0.207,1.74,0.1058,16,43,0.9974,3.33,0.683,10.6,5
7.92,0.512,0.28,1.05,0.0886,18,39,0.997,3.28,0.769,10.1,5
9.24,0.561,0.392,1.89,0.0877,9,26,0.9959,3.26,0.681,10.8,5
11.37,0.126,0.468,1.15,0.0397,14,12,0.9958,3.31,0.802,13.2,8
12.28,0.298,0.341,0.81,0.0193,9,10,0.9956,3.08,1.057,12.9,8
8.21,0.869,0.059,3.71,0.1471,27,66,0.9985,3.44,0.46,9.7,3
7.82,0.289,0.333,1.26,0.0628,10,31,0.9967,3.21,0.752,11.0,6
8.37,0.256,0.474,1.14,0.0614,12,27,0.9959,3.24,0.931,11.4,7
10.07,0.144,0.531,1.86,0.0137,11,34,0.9959,3.1,0.576,12.2,8
8.27,0.423,0.532,1.53,0.0643,15,40,0.9957,3.27,0.915,12.1,7
7.37,0.603,0.21,3.09,0.0651,15,62,0.9973,3.4,0.669,10.4,4
8.29,0.409,0.329,2.32,0.0567,13,23,0.997,3.26,1.01,11.4,7
7.44,0.632,0.13,1.91,0.0758,19,57,0.999,3.36,0.648,9.3,4
8.2,0.547,0.23,3.26,0.1039,18,48,0.9984,3.38,0.674,9.5,4
6.15,0.67,0.025,3.06,0.12,17,58,0.9981,3.46,0.361,9.3,3
12.18,0.184,0.413,1.17,0.0463,4,16,0.9951,3.12,0.99,13.2,8
8.59,0.516,0.321,1.6,0.0539,12,53,0.9956,3.27,0.932,11.6,7
8.59,0.486,0.222,1.91,0.0866,19,39,0.9959,3.42,0.664,10.1,5
7.81,0.421,0.356,3.93,0.134,14,70,0.9964,3.25,0.518,10.4,4
7.07,0.398,0.282,0.86,0.0917,13,44,0.9964,3.37,0.479,10.0,5
6.62,0.456,0.151,4.4,0.0784,12,82,0.998,3.47,0.648,10.3,4
9.62,0.247,0.54,1.8,0.0592,18,38,0.9963,3.18,0.829,11.4,7
9.68,0.357,0.18,2.15,0.0435,13,24,0.9959,3.33,0.615,11.4,6
7.14,0.962,0.009,4.25,0.145,16,82,0.9972,3.4,0.541,9.4,3
10.15,0.264,0.35,2.02,0.0321,1,22,0.9961,3.42,0.907,11.9,7
5.88,0.824,0.195,2.67,0.1163,34,77,0.9995,3.4,0.488,9.4,3
10.76,0.52,0.455,0.94,0.0791,8,10,0.9951,3.2,0.847,12.8,8
9.83,0.594,0.377,2.38,0.0694,15,20,0.9973,3.06,0.838,11.3,7
11.16,0.386,0.409,1.04,0.0636,11,39,0.9975,3.16,0.496,10.8,6
7.46,0.715,0.134,4.04,0.1177,25,78,0.9996,3.45,0.452,9.2,3
9.69,0.32,0.353,1.55,0.0783,2,25,0.9961,3.23,0.756,11.5,7
9.91,0.427,0.228,0.5,0.0841,15,22,0.997,3.33,0.654,10.8,6
10.13,0.367,0.389,2.08,0.0331,8,31,0.9966,3.09,0.953,11.7,7
7.98,0.319,0.529,0.6,0.0546,7,28,0.9975,3.06,0.803,11.7,7
7.63,0.712,0.245,3.07,0.079,17,36,0.9958,3.26,0.761,10.9,5
7.82,0.456,0.349,1.14,0.0677,5,25,0.9963,3.3,0.636,11.7,7
8.79,0.444,0.158,2.08,0.1013,21,48,0.9974,3.39,0.69,10.2,5
7.59,0.74,0.221,2.52,0.1156,10,67,0.9968,3.27,0.62,9.6,4
7.04,0.575,0.005,3.28,0.1064,22,69,0.9989,3.44,0.446,8.0,3
9.77,0.493,0.263,1.54,0.0652,15,68,0.9982,3.32,0.828,10.7,5
9.24,0.458,0.22,1.3,0.0933,19,27,0.9954,3.36,0.593,10.4,5
9.39,0.69,0.032,1.72,0.1297,20,56,0.9984,3.44,0.539,9.4,4
8.19,0.725,0.146,2.96,0.1224,11,55,0.9984,3.4,0.62,9.3,4
9.85,0.453,0.611,1.8,0.0831,13,38,0.997,3.18,0.735,11.3,6
10.45,0.45,0.284,1.81,0.0932,13,35,0.9984,3.35,0.561,11.0,5
7.61,0.335,0.327,2.84,0.0644,2,42,0.9977,3.11,0.749,10.8,6
7.55,0.544,0.062,2.34,0.0945,9,56,0.9967,3.31,0.434,10.1,4
6.49,0.511,0.368,1.32,0.1046,20,21,0.9958,3.34,0.711,10.8,5
7.26,0.663,0.063,2.45,0.0765,25,59,0.9989,3.39,0.56,9.8,4
7.28,0.841,0.06,3.24,0.1154,27,79,0.9981,3.42,0.556,9.2,3
7.23,0.489,0.465,2.75,0.0627,1,33,0.9965,3.27,0.632,11.5,6
11.81,0.286,0.51,0.59,0.0441,7,17,0.997,3.12,0.808,12.7,8
7.4,0.671,0.0,3.65,0.1096,17,84,0.9976,3.52,0.54,9.4,3
10.1,0.452,0.536,1.21,0.0375,16,12,0.9956,3.25,0.843,12.1,8
13.59,0.202,0.435,1.08,0.0387,4,20,0.9964,3.2,0.989,12.4,8
10.63,0.484,0.42,1.74,0.0671,8,36,0.9964,3.17,0.783,12.0,7
8.17,0.503,0.167,2.9,0.1357,23,55,0.9967,3.3,0.591,10.2,4
9.69,0.257,0.312,2.74,0.0602,7,21,0.9948,3.19,0.846,12.2,7
9.0,0.293,0.207,2.83,0.024,23,49,0.9963,3.27,0.649,10.7,6
8.83,0.604,0.163,3.29,0.0907,22,63,0.9975,3.43,0.446,9.4,4
9.68,0.444,0.268,3.01,0.0867,14,37,0.9964,3.27,0.614,10.4,5
10.24,0.312,0.329,0.54,0.0712,17,31,0.9964,3.35,0.649,11.3,6
11.17,0.328,0.44,2.14,0.0824,8,22,0.9972,3.22,0.769,12.0,7
7.48,0.476,0.297,2.39,0.1133,23,56,0.9978,3.36,0.524,9.7,4
10.31,0.334,0.394,1.16,0.0567,8,20,0.9969,3.2,0.877,11.3,7
7.04,0.493,0.243,2.73,0.0828,10,29,0.9964,3.31,0.696,9.6,5
7.48,0.478,0.269,2.82,0.0979,15,54,0.9965,3.31,0.67,10.7,5
7.35,0.544,0.248,2.62,0.1068,5,52,0.9959,3.43,0.701,11.1,5
9.23,0.425,0.344,0.72,0.0431,11,35,0.9958,3.34,0.899,11.2,7
9.46,0.251,0.545,1.52,0.027,6,11,0.9959,3.23,0.814,12.7,8
9.17,0.538,0.222,2.76,0.0445,10,44,0.9987,3.32,0.728,9.8,5
11.0,0.65,0.212,2.39,0.0879,20,30,0.9967,3.47,0.538,10.1,5
7.29,0.516,0.184,3.91,0.1108,3,61,0.9976,3.53,0.574,9.6,4
8.81,0.573,0.231,1.86,0.0811,10,73,0.9981,3.21,0.632,10.1,5
9.93,0.213,0.494,1.54,0.0278,11,30,0.9956,3.17,0.866,12.5,7
7.54,0.66,0.003,3.14,0.1212,17,84,0.9989,3.37,0.42,9.5,3
7.8,0.527,0.496,2.25,0.0687,11,45,0.9969,3.24,0.699,11.4,6
11.73,0.451,0.508,2.51,0.0558,9,25,0.9958,3.27,0.787,11.4,7
7.68,0.283,0.268,1.68,0.0667,10,35,0.9973,3.26,0.753,10.5,5
10.32,0.327,0.269,2.62,0.0394,14,34,0.9967,3.3,0.711,11.1,6
7.67,0.588,0.195,2.35,0.0911,10,54,0.998,3.52,0.582,10.9,5
10.19,0.309,0.493,1.59,0.0395,16,30,0.9963,3.17,0.885,12.8,8
9.8,0.55,0.494,1.29,0.0437,11,30,0.9959,3.2,0.884,12.3,7
10.23,0.484,0.401,1.08,0.0556,6,41,0.995,3.25,0.854,11.4,7
7.79,0.699,0.262,1.43,0.0686,9,49,0.9993,3.3,0.691,9.4,4
12.43,0.356,0.448,1.23,0.0814,3,12,0.9963,3.13,0.932,13.2,8
11.72,0.383,0.376,1.7,0.0855,13,17,0.9962,3.24,0.928,11.6,7
6.78,0.477,0.176,2.11,0.0828,15,64,0.9966,3.21,0.439,10.4,5
9.78,0.244,0.312,1.87,0.0866,6,20,0.9962,3.29,0.819,11.8,7
9.75,0.338,0.588,1.28,0.083,6,7,0.9968,3.23,0.845,12.8,8
8.62,0.449,0.262,1.45,0.1055,9,18,0.9956,3.47,0.596,10.4,5
10.02,0.145,0.514,1.54,0.0501,6,38,0.9973,3.17,0.793,12.6,8
7.55,0.656,0.013,3.36,0.1034,25,54,0.9998,3.55,0.688,9.2,3
8.65,0.374,0.179,2.49,0.0761,13,28,0.996,3.29,0.58,10.0,5
9.28,0.436,0.252,0.5,0.0415,14,21,0.9971,3.28,0.718,11.2,6
9.88,0.487,0.29,1.65,0.0804,15,62,0.9957,3.26,0.755,11.3,6
9.38,0.19,0.619,1.43,0.0255,9,15,0.9946,3.1,0.986,12.6,8
10.69,0.333,0.344,1.64,0.0935,5,13,0.9952,3.28,0.603,12.6,7
10.15,0.232,0.467,1.36,0.0166,9,23,0.995,3.2,0.859,11.3,7
9.78,0.526,0.178,2.89,0.0942,16,30,0.9976,3.36,0.642,9.8,5
8.94,0.46,0.304,1.67,0.0646,11,29,0.9974,3.28,0.887,9.8,5
7.47,0.508,0.282,2.53,0.1178,16,68,0.9975,3.33,0.624,9.5,4
9.37,0.337,0.301,1.38,0.07,11,27,0.9961,3.32,0.736,10.4,6
6.95,0.421,0.146,2.41,0.0397,1,30,0.997,3.41,0.598,10.5,5
5.32,0.706,0.032,4.37,0.1412,19,75,0.9993,3.49,0.507,9.1,3
6.67,0.588,0.378,3.87,0.0885,15,59,0.9966,3.39,0.709,10.1,4
7.7,0.573,0.27,2.35,0.093,13,66,0.9974,3.38,0.656,10.0,4
11.73,0.1,0.596,1.36,0.043,10,29,0.9952,3.25,1.028,12.6,8
9.15,0.166,0.402,2.24,0.0894,14,34,0.9973,3.26,0.776,10.5,6
9.39,0.272,0.453,1.52,0.0322,7,18,0.997,3.29,0.973,11.6,7
11.62,0.272,0.447,1.33,0.0238,6,7,0.9944,3.29,0.812,13.2,8
11.28,0.315,0.315,1.11,0.075,2,32,0.995,3.17,0.848,12.6,8
10.55,0.389,0.37,1.79,0.0242,11,28,0.9961,3.31,0.851,12.7,8
10.64,0.279,0.501,0.5,0.0267,12,12,0.9958,3.27,0.832,12.9,8
8.4,0.437,0.181,3.26,0.0875,18,53,0.999,3.5,0.538,10.3,4
10.56,0.405,0.512,0.73,0.0674,15,6,0.9953,3.13,0.825,12.8,8
9.42,0.383,0.391,0.98,0.0461,19,23,0.9946,3.09,0.864,12.0,7
8.36,0.526,0.168,2.9,0.0639,19,40,0.9978,3.25,0.544,10.3,5
7.57,0.427,0.28,0.99,0.0761,16,61,0.9966,3.36,0.509,10.3,5
10.17,0.331,0.163,1.79,0.0818,11,21,0.9963,3.05,0.736,11.1,6
9.32,0.449,0.214,1.05,0.0847,10,41,0.996,3.32,0.725,11.1,6
12.96,0.225,0.465,0.67,0.0737,9,6,0.9958,3.14,0.962,13.1,8
8.59,0.455,0.368,2.44,0.0941,26,45,0.9956,3.32,0.639,10.3,5
10.64,0.45,0.251,1.19,0.0443,15,43,0.9977,3.15,0.903,11.9,7
8.77,0.497,0.218,1.18,0.0723,19,40,0.9968,3.26,0.606,10.7,5
11.34,0.431,0.289,1.15,0.0683,5,25,0.9963,3.27,0.832,12.0,7
6.72,0.256,0.234,2.81,0.1023,17,42,0.9954,3.21,0.783,11.4,6
9.82,0.497,0.163,3.87,0.1085,21,51,0.9978,3.23,0.633,10.9,5
10.69,0.362,0.355,2.59,0.0442,10,34,0.9955,3.29,0.839,11.4,7
10.76,0.487,0.325,0.79,0.0556,16,31,0.9964,3.14,0.949,11.6,7
11.23,0.112,0.356,0.83,0.1233,8,13,0.9965,3.25,1.071,11.4,7
7.64,0.759,0.048,3.92,0.1083,21,94,0.9983,3.4,0.512,9.0,3
8.59,0.511,0.268,1.94,0.0642,11,54,0.9975,3.3,0.713,11.0,5
